datasets,spl,single_ans,conversations,answer,trg
abstrct,sample,support,The overall QoL-scale QLQ-C30-HRQoL showed a significant time trend towards more favourable mean values during protocol treatment without differences between MP and MPT.,['support'],This study shows that the higher frequency of toxicity associated with MPT does not translate into a negative effect on HRQoL and that MPT holds a better patient perspective.
abstrct,sample,support,"Over the first 15 months, radiotherapy for this population is not a cost-effective treatment.",['support'],Extrapolations from these data suggest that radiotherapy may not be a cost-effective treatment unless it results in a recurrence rate that is at least 5% lower in absolute terms than those treated without radiotherapy.
abstrct,sample,support,"After 12 and 16 weeks of treatment, QOL significantly improved in the epoetin beta group compared with placebo (P <.05);",['support'],"Many severely anemic and transfusion-dependent patients with advanced MM, NHL, and CLL and a low performance status benefited from epoetin therapy, with elimination of severe anemia and transfusion need, and improvement in QOL."
abstrct,sample,support,This trend for OS benefit for GEM-CAP was consistent across different prognostic subgroups according to baseline stratification factors (stage and performance status) and remained after adjusting for these stratification factors (P = .077).,['support'],"On the basis of our trial and the meta-analysis, GEM-CAP should be considered as one of the standard first-line options in locally advanced and metastatic pancreatic cancer."
abstrct,sample,support,"Neutropenia, thrombocytopenia, infection, and febrile neutropenia were similar with all three regimens.",['support'],Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.
abstrct,sample,support,"The incidence of severe neutropenia (34% versus 68%; p=0.0001) and of febrile neutropenia (5% versus 12%; p=0.026), as well as the rate of therapy omissions (10% versus 24%; p=0.0037) were higher in the weekly VNR/CDDP arm than in the day 1-8 VNR/CDDP one.",['support'],The combination of day 1-8 VNR plus CDDP every 3 weeks is less toxic and better tolerated than the regimen of weekly VNR plus CDDP every 4 weeks.
abstrct,sample,support,A somewhat greater QOL benefit was observed for the FACT-An Fatigue and FACT-An Anemia subscales in the subset of patients with baseline Hb levels >10.5 g/dl.,['support'],"Early treatment with epoetin alfa to correct anemia improved QOL in a statistically significant and clinically meaningful way, and improvements were greater in patients with baseline Hb levels >10.5 g/dl."
abstrct,sample,support,Epoetin alfa avoided the decrease in hemoglobin level (no decrease in the epoetin alfa group vs -2.20g/dL change for the control group; P < .001) and statistically significantly reduced the percentage of subjects requiring red blood cell transfusion (12.8% vs 28.1%; P < .0001).,['support'],Epoetin alfa resulted in improved hemoglobin levels and decreased transfusions without an impact on relapse-free or overall survival.
abstrct,sample,support,"Physical functioning (PF) was only slightly worse at midpoint for those receiving TCH, compared with patients who were just starting on taxane in an AC→TH regimen, but was otherwise similar between arms.",['support'],"All treatment arms recovered from the deterioration in SE, PF, and Global Health Scale scores by 1 year and median future perspective change scores continued to improve throughout treatment and follow-up."
abstrct,sample,support,"Severe toxicities of TOM + LFA-5-FU were neutropenia (16%) and diarrhoea (16%), but median relative DI8 was 93% for TOM, and 82% for 5-FU.",['support'],"The TOM + LFA 5-FU regimen showed a RR and a toxicity profile very close to the MTX + LFA 5-FU combination, and does not deserve further evaluation in advanced colorectal cancer patients."
abstrct,sample,support,eight patients in the pamidronate 90 mg group developed osteonecrosis of the jaw compared with two patients in the 30 mg group.,['support'],Monthly infusion of pamidronate 30 mg should be the recommended dose for prevention of bone disease in patients with multiple myeloma.
abstrct,sample,support,"Withdrawal due to drug-related AEs was 1.9% and 9.4% for patients receiving gefitinib 250 and 500 mg/d, respectively.",['support'],"At 250 mg/d, gefitinib had a favorable AE profile."
abstrct,sample,support,"In the oxycodone/paracetamol group, 67% rated GI as good, very good, or excellent.",['support'],"Patients with bone-cancer pain, already on opioids, obtain clinically important, additional pain-control, with regular oxycodone/paracetamol dosing."
abstrct,sample,support,Similar results were found for low-dose radioiodine plus thyrotropin alfa (84.3%) versus high-dose radioiodine plus thyroid hormone withdrawal (87.6%) or high-dose radioiodine plus thyrotropin alfa (90.2%).,['support'],"Low-dose radioiodine plus thyrotropin alfa was as effective as high-dose radioiodine, with a lower rate of adverse events."
abstrct,sample,support,Median survival from randomisation was 25·7 months (95% CI 23·0-27·9) for patients on early treatment and 27·1 months (22·8-30·9) for those on delayed treatment.,['support'],"Our findings showed no evidence of a survival benefit with early treatment of relapse on the basis of a raised CA125 concentration alone,"
